MaterialId,Reduced Formula,Elements,Crystal System,Space Group,Bandgap,Formation Energy Per Atom,Decomposition Energy Per Atom,NSites,Density,microgravity_advantage_score,density_contrast_score,crystal_quality_score,containerless_score,commercial_score,novelty_score,target_sectors,_n_elements
47fd74c43a,Na12Li8Hf(SnAs4)3,"['Li', 'Na', 'As', 'Sn', 'Hf']",monoclinic,C2,,-0.5535,-0.0266,36,3.5863,60.2,16.826,4.0,3.0,6.0,2.5,"['semiconductor', 'battery']",5
735dcc03b9,Cs7TaIn3As2P3,"['P', 'As', 'In', 'Cs', 'Ta']",triclinic,P-1,1.1152,-0.4296,-0.0252,32,4.3581,60.2,7.661,9.0,3.0,13.5,2.5,"['semiconductor', 'quantum', 'optical']",5
86031556f8,Li3Pr3CdSiAs,"['Li', 'Si', 'As', 'Cd', 'Pr']",hexagonal,P-6,,-0.6293,-0.056,9,5.1407,60.19,10.904,7.5,1.0,12.0,2.5,"['semiconductor', 'quantum', 'optical']",5
64eb68fa89,K3MnP6Os5,"['P', 'K', 'Mn', 'Os']",orthorhombic,Imm2,0.0008,-0.3978,-0.0416,15,6.9869,60.19,19.24,2.5,3.0,4.5,2.0,['battery'],4
1de5d4a73e,K4Na2IrO6,"['O', 'Na', 'K', 'Ir']",monoclinic,P2_1/c,0.3853,-1.5414,-0.0563,26,3.9585,60.19,19.821,3.0,3.0,3.0,2.0,['battery'],4
55f71e3430,K3CoP6Os5,"['P', 'K', 'Co', 'Os']",orthorhombic,Imm2,0.0012,-0.4224,-0.0518,15,7.1716,60.18,19.234,2.5,3.0,4.5,2.0,['battery'],4
dba6a9e787,K3NiP6Os5,"['P', 'K', 'Ni', 'Os']",orthorhombic,Imm2,0.0042,-0.4363,-0.0683,15,7.0406,60.18,19.234,2.5,3.0,4.5,2.0,['battery'],4
388e02b057,LiZrTi(AsPd)3,"['Li', 'Ti', 'As', 'Zr', 'Pd']",monoclinic,Pm,0.0066,-0.8161,-0.0756,9,7.6306,60.18,14.987,2.0,2.0,12.0,2.5,"['battery', 'quantum', 'optical', 'energy']",5
a4562031ae,Hf18Re5Mo3AsP,"['P', 'As', 'Mo', 'Hf', 'Re']",hexagonal,P-6m2,0.0035,-0.382,-0.005,28,13.5377,60.17,9.563,5.5,3.0,15.0,2.5,"['semiconductor', 'superalloy', 'optical', 'defense']",5
fbfd473ff8,Hf18Re2Mo6AsP,"['P', 'As', 'Mo', 'Hf', 'Re']",hexagonal,P-6m2,0.0076,-0.3263,-0.0043,28,12.5977,60.17,9.563,5.5,3.0,15.0,2.5,"['semiconductor', 'superalloy', 'optical', 'defense']",5
bd1bfa4b10,LiAc2Si3P3Pd20,"['Li', 'Si', 'P', 'Pd', 'Ac']",orthorhombic,Fmm2,,-0.719,-0.2359,29,9.6523,60.16,15.395,4.5,1.0,9.0,2.5,"['semiconductor', 'battery', 'optical']",5
97097f03a1,Hf6Co16Re2(Si3P)3,"['Si', 'P', 'Co', 'Hf', 'Re']",monoclinic,Pm,,-0.766,-0.0388,36,9.8148,60.15,9.803,4.0,3.0,16.5,2.5,"['semiconductor', 'battery', 'superalloy', 'optical', 'defense']",5
ab830f29cd,Hf18Mn2ZnRe6P,"['P', 'Mn', 'Zn', 'Hf', 'Re']",hexagonal,P-6m2,,-0.3481,-0.0201,28,14.0008,60.15,9.554,5.5,3.0,15.0,2.5,"['semiconductor', 'battery', 'superalloy', 'optical', 'defense']",5
e3905983c8,LiCa3Au5,"['Li', 'Ca', 'Au']",trigonal,R-3,,-0.7346,-0.0007,18,9.2031,60.14,25.132,1.0,0.0,0.0,1.5,[],3
99c2db77fb,Li4Ca5Au4,"['Li', 'Ca', 'Au']",tetragonal,I4/m,,-0.5689,-0.0167,13,5.4185,60.14,25.132,1.0,0.0,0.0,1.5,[],3
fca7b45c66,KRbMnP2Os,"['P', 'K', 'Mn', 'Rb', 'Os']",orthorhombic,Pmm2,0.0019,-0.3912,-0.0442,6,4.2044,60.13,19.046,2.5,3.0,4.5,2.5,['battery'],5
f22e4fa8e8,Na5P12Ir17Os2,"['Na', 'P', 'Os', 'Ir']",orthorhombic,Amm2,0.0061,-0.4838,-0.0784,36,12.5674,60.13,18.211,2.5,3.0,6.0,2.0,"['battery', 'defense']",4
e980720ea3,LiTb6AuI12,"['Li', 'I', 'Tb', 'Au']",trigonal,R-3,,-1.5341,-0.0797,20,5.6504,60.13,24.461,1.0,1.0,0.0,2.0,[],4
5c15845050,K2FeP4Ir3,"['P', 'K', 'Fe', 'Ir']",orthorhombic,C222,0.0005,-0.6392,-0.0292,10,6.8517,60.12,19.209,2.5,3.0,4.5,2.0,['battery'],4
44761cdb8e,Li3La3Hg2Au,"['Li', 'La', 'Au', 'Hg']",hexagonal,P-6,,-0.4315,-0.0114,9,7.3461,60.11,24.537,1.5,0.0,0.0,2.0,[],4
1e4024dad1,LiSi3Bi2P3Pd20,"['Li', 'Si', 'P', 'Pd', 'Bi']",orthorhombic,Fmm2,,-0.554,-0.0339,29,9.8345,60.11,15.372,4.5,1.0,9.0,2.5,"['semiconductor', 'battery', 'optical']",5
c2a2fb44ae,NaTi(Si7Ir3)2,"['Na', 'Si', 'Ti', 'Ir']",trigonal,R-3,,-0.5188,0.0096,22,8.1355,60.1,17.448,3.0,3.0,6.0,3.0,"['battery', 'quantum']",4
6399fa2212,Li8MgAu9,"['Li', 'Mg', 'Au']",trigonal,P31m,,-0.5645,-0.0124,18,10.9345,60.1,25.116,1.0,0.0,0.0,1.5,[],3
f14d500441,Li8Hf3NiBr24,"['Li', 'Ni', 'Br', 'Hf']",trigonal,P-3,0.8484,-1.7399,-0.1044,36,4.0605,60.09,16.947,4.0,3.0,6.0,2.0,"['battery', 'superalloy']",4
47ebe00911,Li3Y3CdSiP,"['Li', 'Si', 'P', 'Y', 'Cd']",hexagonal,P-6,0.0263,-0.6786,-0.0315,9,4.1102,60.08,10.857,7.5,1.0,12.0,2.5,"['semiconductor', 'battery', 'optical']",5
7598f54b87,Li3Gd3CdGeAs,"['Li', 'Ge', 'As', 'Cd', 'Gd']",hexagonal,P-6,,-0.6897,-0.0328,9,6.3885,60.07,10.855,7.5,1.0,12.0,2.5,"['semiconductor', 'quantum', 'optical']",5
f9f891ece3,K3La(PPt3)8,"['P', 'K', 'La', 'Pt']",trigonal,R-3,,-0.4931,-0.0785,36,13.6743,60.07,18.268,3.0,2.0,6.0,2.0,"['battery', 'optical']",4
f61b19e443,SrLiTa3ZnH12,"['H', 'Li', 'Zn', 'Sr', 'Ta']",hexagonal,P-6m2,,-0.3442,-0.0733,18,7.5132,60.07,21.187,3.5,3.0,0.0,2.5,[],5
2d6b2ab55c,KLa3(PPt3)8,"['P', 'K', 'La', 'Pt']",trigonal,R-3,0.0031,-0.68,-0.0556,36,14.1531,60.07,18.268,3.0,2.0,6.0,2.0,"['battery', 'optical']",4
cb7184cbc3,KInSn5Ir4,"['K', 'In', 'Sn', 'Ir']",monoclinic,Cm,0.0223,-0.2718,-0.0233,11,10.1754,60.06,18.933,4.0,3.0,3.0,2.0,['semiconductor'],4
8da12acd20,Zr2TiRe3Si2P,"['Si', 'P', 'Ti', 'Zr', 'Re']",monoclinic,Pm,0.0234,-0.8085,-0.0167,9,10.416,60.06,9.766,4.0,3.0,16.5,2.5,"['semiconductor', 'battery', 'quantum', 'superalloy', 'optical']",5
8d8c5bf5aa,Li12TaRuN8,"['Li', 'N', 'Ru', 'Ta']",tetragonal,P-4m2,,-0.7415,-0.0092,22,3.5641,60.06,21.434,1.0,3.0,3.0,2.0,['defense'],4
ffe18ac206,Li2Zr6Co16SiP11,"['Li', 'Si', 'P', 'Co', 'Zr']",monoclinic,Pm,0.0033,-0.9435,-0.0193,36,6.8908,60.05,11.263,4.0,2.0,15.0,2.5,"['semiconductor', 'battery', 'optical', 'energy']",5
d8cddd1882,Hf4Nb4Si2GeP,"['Si', 'P', 'Ge', 'Nb', 'Hf']",monoclinic,Pm,0.0092,-0.7898,-0.0634,12,9.6991,60.05,6.095,6.0,3.0,19.5,2.5,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']",5
f26c0372bb,Hf4Nb4SiGeP2,"['Si', 'P', 'Ge', 'Nb', 'Hf']",monoclinic,Pm,0.008,-0.8729,-0.0526,12,9.8627,60.05,6.095,6.0,3.0,19.5,2.5,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']",5
c4d53b2cc4,Hf4Nb4SiGe2P,"['Si', 'P', 'Ge', 'Nb', 'Hf']",monoclinic,Pm,0.0039,-0.7636,-0.0649,12,9.9403,60.05,6.095,6.0,3.0,19.5,2.5,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']",5
078918660b,Li3Hf3Co16(TcP6)2,"['Li', 'P', 'Co', 'Tc', 'Hf']",orthorhombic,Amm2,,-0.8083,-0.0506,36,7.8982,60.05,17.011,2.5,3.0,7.5,2.5,"['battery', 'superalloy']",5
29ecba5d4b,Ta2Nb2CrSi(PRh)3,"['Si', 'P', 'Cr', 'Nb', 'Rh', 'Ta']",monoclinic,Pm,,-0.8195,-0.0137,12,9.96,60.04,7.589,4.0,3.0,19.5,3.0,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']",6
803d8f7e7c,Na6Li4ZrSnP6,"['Li', 'Na', 'P', 'Zr', 'Sn']",orthorhombic,C222_1,1.4054,-0.5809,-0.0065,36,2.4811,60.04,9.342,7.5,2.0,13.5,2.5,"['semiconductor', 'battery', 'optical', 'energy']",5
0b9c97ec4a,Hf4Nb4Si2AsP,"['Si', 'P', 'As', 'Nb', 'Hf']",monoclinic,Pm,,-0.8444,-0.0797,12,9.754,60.04,6.089,6.0,3.0,19.5,2.5,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']",5
a1767015be,K12NaLi7(HfAs3)4,"['Li', 'Na', 'K', 'As', 'Hf']",monoclinic,C2,0.9638,-0.6915,-0.0936,36,3.5839,60.03,16.917,5.0,3.0,4.5,2.5,['battery'],5
00e5ae6cbc,Li3Y3CdSiAs,"['Li', 'Si', 'As', 'Y', 'Cd']",hexagonal,P-6,0.0121,-0.6794,-0.0495,9,4.3804,60.03,10.837,7.5,1.0,12.0,2.5,"['semiconductor', 'quantum', 'optical']",5
7c6f9d4792,Li2ZrNi11As3P4,"['Li', 'P', 'Ni', 'As', 'Zr']",monoclinic,Pm,0.0043,-0.6092,-0.0046,21,6.8779,60.02,11.247,4.0,2.0,15.0,2.5,"['semiconductor', 'battery', 'optical', 'energy']",5
8e107dd832,Li4ZrNi9As5P2,"['Li', 'P', 'Ni', 'As', 'Zr']",monoclinic,Pm,0.0008,-0.6124,-0.0059,21,6.4245,60.02,11.247,4.0,2.0,15.0,2.5,"['semiconductor', 'battery', 'optical', 'energy']",5
965cb4780f,Li4ZrNi9As6P,"['Li', 'P', 'Ni', 'As', 'Zr']",monoclinic,Pm,0.0017,-0.579,-0.0104,21,6.585,60.02,11.247,4.0,2.0,15.0,2.5,"['semiconductor', 'battery', 'optical', 'energy']",5
1086772460,Li3Nd3HgAu2,"['Li', 'Nd', 'Au', 'Hg']",hexagonal,P-62m,,-0.5107,-0.0226,9,8.1015,60.02,24.496,1.5,0.0,0.0,2.0,[],4
cfc3a26bec,Na6Li4SiSnP6,"['Li', 'Na', 'Si', 'P', 'Sn']",orthorhombic,C222_1,1.302,-0.496,-0.0247,36,2.3126,60.02,9.164,9.5,1.0,12.0,2.5,"['semiconductor', 'battery', 'optical']",5
4b68561833,Hf3TaNbGa2Si,"['Si', 'Ga', 'Nb', 'Hf', 'Ta']",orthorhombic,Ama2,0.0091,-0.548,-0.0206,16,11.1085,60.02,6.333,4.5,3.0,21.0,2.5,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']",5
5ebdd29152,Li2ZrNi11As4P3,"['Li', 'P', 'Ni', 'As', 'Zr']",monoclinic,Pm,0.0012,-0.579,-0.0052,21,7.0843,60.02,11.247,4.0,2.0,15.0,2.5,"['semiconductor', 'battery', 'optical', 'energy']",5
82a29ca599,Li3Nb(AlRh3)2,"['Li', 'Al', 'Nb', 'Rh']",orthorhombic,Pmmn,0.0033,-0.6184,-0.0246,24,8.0059,60.01,15.825,0.5,3.0,12.0,2.0,"['quantum', 'superalloy', 'defense', 'energy']",4
d58bdc00fd,Hf18ZnRe2Mo6P,"['P', 'Zn', 'Mo', 'Hf', 'Re']",hexagonal,P-6m2,,-0.2527,-0.0072,28,12.5892,60.0,9.491,5.5,3.0,15.0,2.5,"['semiconductor', 'superalloy', 'optical', 'defense']",5
d08bb91cfd,Hf18ZnRe3Mo5P,"['P', 'Zn', 'Mo', 'Hf', 'Re']",hexagonal,P-6m2,,-0.2742,-0.0102,28,12.9538,60.0,9.491,5.5,3.0,15.0,2.5,"['semiconductor', 'superalloy', 'optical', 'defense']",5
cea38f5c58,Li2ErSi(PPd4)5,"['Li', 'Si', 'P', 'Pd', 'Er']",orthorhombic,Imm2,0.0036,-0.6324,-0.0512,29,9.193,59.99,15.32,4.5,1.0,9.0,2.5,"['semiconductor', 'battery', 'optical']",5
8f378624b2,Hf18GaRe7PW,"['P', 'Ga', 'Hf', 'W', 'Re']",trigonal,P3m1,0.0092,-0.3771,-0.0174,28,14.3866,59.99,9.902,5.0,3.0,15.0,2.5,"['semiconductor', 'superalloy', 'optical', 'defense']",5
4f8d8c16e4,Cs12Na5Li3(HfP3)4,"['Li', 'Na', 'P', 'Cs', 'Hf']",monoclinic,C2,1.1301,-0.5928,-0.0528,36,4.1236,59.96,16.888,5.0,3.0,4.5,2.5,['battery'],5
2bba47f000,LiHfP7Ru12,"['Li', 'P', 'Ru', 'Hf']",hexagonal,P-6,0.0036,-0.6032,-0.0752,21,9.0214,59.95,17.299,3.5,3.0,6.0,2.0,"['battery', 'defense']",4
2221051b63,Li2HoSi(PPd4)5,"['Li', 'Si', 'P', 'Pd', 'Ho']",orthorhombic,Imm2,0.001,-0.6323,-0.0516,29,9.1907,59.95,15.302,4.5,1.0,9.0,2.5,"['semiconductor', 'battery', 'optical']",5
a926182f1f,LiHo2Si3P3Pd20,"['Li', 'Si', 'P', 'Pd', 'Ho']",orthorhombic,Fmm2,,-0.7334,-0.0335,29,9.6103,59.95,15.302,4.5,1.0,9.0,2.5,"['semiconductor', 'battery', 'optical']",5
bc0ec4db84,Ti5NbSi2(Ge2Os3)2,"['Si', 'Ti', 'Ge', 'Nb', 'Os']",monoclinic,Cm,,-0.6008,-0.025,18,11.2258,59.95,8.715,4.0,3.0,18.0,2.5,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']",5
496873888d,Ti3Nb3Si2(Ge2Os3)2,"['Si', 'Ti', 'Ge', 'Nb', 'Os']",monoclinic,Cm,,-0.5174,-0.0141,18,11.6486,59.95,8.715,4.0,3.0,18.0,2.5,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']",5
a2e4af65d8,LiAc2As3P3Pd20,"['Li', 'P', 'As', 'Pd', 'Ac']",orthorhombic,Fmm2,,-0.6154,-0.2324,29,9.8232,59.94,15.296,4.5,1.0,9.0,2.5,"['semiconductor', 'battery', 'optical']",5
8efee71446,Hf6Ti4Ga2Si3P,"['Si', 'P', 'Ti', 'Ga', 'Hf']",monoclinic,Pm,0.0112,-0.7747,-0.0453,16,9.0845,59.94,6.044,6.0,3.0,19.5,2.5,"['semiconductor', 'battery', 'quantum', 'superalloy', 'optical']",5
8531cc2db5,Zr2TaRe3SiGe2,"['Si', 'Ge', 'Zr', 'Ta', 'Re']",orthorhombic,Amm2,0.0226,-0.5893,-0.0724,9,12.4369,59.92,8.286,4.5,3.0,18.0,2.5,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']",5
cd49c1ae08,Na2La3Tc3(P3Ir4)4,"['Na', 'P', 'Tc', 'La', 'Ir']",hexagonal,P-62m,0.0161,-0.7294,-0.0735,36,12.3438,59.92,17.122,3.5,3.0,6.0,2.5,"['battery', 'optical']",5
9c07b58644,Li3Zr(Ta2N3)4,"['Li', 'N', 'Zr', 'Ta']",trigonal,P312,0.0336,-1.4131,-0.0062,24,11.4929,59.92,21.369,1.0,3.0,3.0,2.0,['energy'],4
68377917cc,Na3Er2P12Ir7Rh12,"['Na', 'P', 'Rh', 'Er', 'Ir']",hexagonal,P-62m,0.0009,-0.7775,-0.0476,36,10.2225,59.89,17.109,3.5,3.0,6.0,2.5,"['battery', 'defense']",5
08f0ac91fa,Ta2Ti4Co16Si6P,"['Si', 'P', 'Ti', 'Co', 'Ta']",triclinic,P1,0.0004,-0.6204,-0.0054,29,8.2027,59.89,7.69,4.0,3.0,19.5,2.5,"['semiconductor', 'battery', 'quantum', 'superalloy', 'optical']",5
faf9cfb4b2,Ta4SiNi4MoP3,"['Si', 'P', 'Ni', 'Mo', 'Ta']",monoclinic,Cm,0.0053,-0.7235,-0.0109,13,11.182,59.89,7.689,4.0,3.0,19.5,2.5,"['semiconductor', 'battery', 'quantum', 'superalloy', 'optical', 'defense']",5
2dfd8756f1,Na3Er2P12Ir4Rh15,"['Na', 'P', 'Rh', 'Er', 'Ir']",hexagonal,P-6,inf,-0.8041,-0.0424,36,9.4339,59.89,17.109,3.5,3.0,6.0,2.5,"['battery', 'defense']",5
f2ba902298,TaSi3Ni4Mo3P,"['Si', 'P', 'Ni', 'Mo', 'Ta']",monoclinic,Pm,0.0033,-0.5503,-0.0016,12,8.7885,59.89,7.689,4.0,3.0,19.5,2.5,"['semiconductor', 'battery', 'quantum', 'superalloy', 'optical', 'defense']",5
ed0f68986e,Na3Tm2P12Ir10Rh9,"['Na', 'P', 'Rh', 'Tm', 'Ir']",hexagonal,P-62m,,-0.7483,-0.0586,36,11.045,59.89,17.108,3.5,3.0,6.0,2.5,"['battery', 'defense']",5
092af68fd7,Ta3Ti3Co16Si6P,"['Si', 'P', 'Ti', 'Co', 'Ta']",monoclinic,Cm,0.0012,-0.6137,-0.0052,29,8.8657,59.89,7.69,4.0,3.0,19.5,2.5,"['semiconductor', 'battery', 'quantum', 'superalloy', 'optical']",5
396925d4f4,Na4TmP12Ir10Rh9,"['Na', 'P', 'Rh', 'Tm', 'Ir']",hexagonal,P-6,0.0214,-0.6891,-0.0766,36,10.6106,59.89,17.108,3.5,3.0,6.0,2.5,"['battery', 'defense']",5
f79333a5b9,Li2(TaSe2)3,"['Li', 'Se', 'Ta']",hexagonal,P6_322,0.004,-1.2424,-0.0798,22,7.8332,59.88,21.435,3.5,3.0,0.0,1.5,[],3
ab8cdbf7ff,Li(TaSe2)3,"['Li', 'Se', 'Ta']",hexagonal,P6_322,0.0079,-1.2034,-0.054,20,7.7138,59.88,21.435,3.5,3.0,0.0,1.5,[],3
dff26a9d80,Li7Si2AgP16,"['Li', 'Si', 'P', 'Ag']",triclinic,P1,1.3744,-0.3509,-0.0158,26,2.4219,59.88,13.355,7.0,1.0,9.0,2.0,"['semiconductor', 'battery', 'optical']",4
10e615cf79,Li2Dy3Ho3Au10,"['Li', 'Dy', 'Ho', 'Au']",trigonal,R3,,-0.8103,-0.0034,18,13.3822,59.88,24.351,1.0,1.0,0.0,2.0,[],4
c5f2e78538,Li(TaSe2)4,"['Li', 'Se', 'Ta']",hexagonal,P6_3/mmc,0.0036,-1.19,-0.0444,26,7.6759,59.88,21.435,3.5,3.0,0.0,1.5,[],3
11c736c32b,Ta2Co4Si3Mo2P,"['Si', 'P', 'Co', 'Mo', 'Ta']",monoclinic,Pm,,-0.6393,-0.0286,12,9.7171,59.88,7.688,4.0,3.0,19.5,2.5,"['semiconductor', 'battery', 'quantum', 'superalloy', 'optical', 'defense']",5
bf754c0863,Np2GaSi2GeIr4,"['Si', 'Ga', 'Ge', 'Ir', 'Np']",tetragonal,P-4m2,0.0013,-0.6392,-0.0637,10,13.6551,59.87,9.184,7.0,3.0,13.5,2.5,"['semiconductor', 'quantum', 'optical']",5
fa8a1c5e97,LiAc2Si3As3Pd20,"['Li', 'Si', 'As', 'Pd', 'Ac']",orthorhombic,Fmm2,,-0.6662,-0.2304,29,9.7463,59.86,15.26,4.5,1.0,9.0,2.5,"['semiconductor', 'quantum', 'optical']",5
62469e5dbe,K3Na2HfAsP2,"['Na', 'P', 'K', 'As', 'Hf']",triclinic,P1,1.1371,-0.5999,-0.0353,36,3.0324,59.86,11.179,7.0,3.0,10.5,2.5,"['semiconductor', 'battery', 'optical']",5
87693740fa,LiDy3ZnIn3Ru,"['Li', 'Zn', 'Ru', 'In', 'Dy']",hexagonal,P-6,0.0028,-0.4431,-0.0473,9,8.3473,59.86,15.427,5.5,3.0,6.0,2.5,"['semiconductor', 'optical']",5
996656d22b,K12Na8Hf4As5P7,"['Na', 'P', 'K', 'As', 'Hf']",triclinic,P1,1.1149,-0.6034,-0.0283,36,3.0681,59.86,11.179,7.0,3.0,10.5,2.5,"['semiconductor', 'battery', 'optical']",5
4b3f0c497a,KAs12Ir3Os,"['K', 'As', 'Os', 'Ir']",trigonal,R-3,,-0.4205,-0.0255,17,8.7689,59.86,19.677,3.0,3.0,3.0,2.0,['defense'],4
be3e16f5e2,K6Na4TaTiAs6,"['Na', 'K', 'Ti', 'As', 'Ta']",orthorhombic,C222_1,inf,-0.5332,-0.0223,36,3.1386,59.86,13.929,2.5,3.0,12.0,2.5,"['battery', 'quantum', 'superalloy']",5
6ee8a98f8f,K6Na4Hf2(AsP)3,"['Na', 'P', 'K', 'As', 'Hf']",monoclinic,Cm,1.1019,-0.6071,-0.0235,36,3.1311,59.86,11.179,7.0,3.0,10.5,2.5,"['semiconductor', 'battery', 'optical']",5
46cd0e909f,Li2LaNdAu4,"['Li', 'La', 'Nd', 'Au']",hexagonal,P-6m2,,-0.7068,-0.0288,8,9.5229,59.85,24.425,1.5,0.0,0.0,2.0,[],4
a476b0fb90,NaSb12OsRh3,"['Na', 'Rh', 'Sb', 'Os']",trigonal,R-3,0.1365,-0.4778,-0.1462,17,7.8742,59.84,17.168,6.0,3.0,3.0,2.0,['defense'],4
888c11f87f,LiHf6Ti2Al13Pd7,"['Li', 'Al', 'Ti', 'Pd', 'Hf']",monoclinic,Cm,0.0014,-0.6815,-0.0177,29,7.8298,59.84,17.001,0.0,3.0,10.5,2.5,"['battery', 'quantum', 'superalloy']",5
10bc076e81,LiLa(AuO2)4,"['Li', 'O', 'La', 'Au']",tetragonal,I-4,,-1.3621,-0.0183,14,9.1077,59.83,24.831,1.0,0.0,0.0,2.0,[],4
0f43c9a0ba,Cs14NaTa2(InP2)5,"['Na', 'P', 'In', 'Cs', 'Ta']",triclinic,P1,,-0.3896,-0.02,32,4.0682,59.83,12.663,4.0,3.0,12.0,2.5,"['semiconductor', 'battery', 'quantum', 'optical']",5
af8f77b02a,Ca2In2Si2Ir3Ru,"['Si', 'Ca', 'Ru', 'In', 'Ir']",tetragonal,P-4m2,,-0.6406,-0.0432,10,9.0587,59.81,11.82,5.0,3.0,12.0,2.5,"['semiconductor', 'quantum', 'optical', 'defense']",5
0412d4bc9f,LiTa(AgS2)2,"['Li', 'S', 'Ag', 'Ta']",tetragonal,P-42m,,-0.992,-0.065,8,3.8894,59.81,21.321,1.0,3.0,3.0,2.0,['battery'],4
3dbed524aa,Hf18ZnRe7PW,"['P', 'Zn', 'Hf', 'W', 'Re']",trigonal,P3m1,,-0.3524,-0.0163,28,14.4487,59.81,9.824,5.0,3.0,15.0,2.5,"['semiconductor', 'superalloy', 'optical', 'defense']",5
ae46a5cf7b,LiPa(NiP)2,"['Li', 'P', 'Ni', 'Pa']",trigonal,P-3m1,0.0443,-0.9211,-0.1525,6,8.2567,59.8,19.652,3.0,1.0,4.5,2.0,['battery'],4
b7269f4dda,Li3Pr3AgAu2,"['Li', 'Ag', 'Pr', 'Au']",hexagonal,P-62m,,-0.4544,-0.0289,9,7.285,59.8,24.403,1.5,0.0,0.0,2.0,[],4
3fe751d4f2,Li2SmSi(PPd4)5,"['Li', 'Si', 'P', 'Pd', 'Sm']",orthorhombic,Imm2,0.0075,-0.6267,-0.0524,29,9.0721,59.79,15.228,4.5,1.0,9.0,2.5,"['semiconductor', 'battery', 'optical']",5
d21d6a74fb,Ba(Li2Au)2,"['Li', 'Ba', 'Au']",trigonal,R-3m,,-0.461,-0.0034,7,5.9435,59.79,24.979,1.0,0.0,0.0,1.5,[],3
9ea12d8ab1,Ta3NbV4Si3P,"['Si', 'P', 'V', 'Nb', 'Ta']",monoclinic,Pm,0.002,-0.6866,-0.0622,12,9.0823,59.78,7.643,4.0,3.0,19.5,2.5,"['semiconductor', 'battery', 'quantum', 'superalloy', 'optical', 'defense']",5
3d09d2decb,Ta2Nb2V4Si3P,"['Si', 'P', 'V', 'Nb', 'Ta']",monoclinic,Pm,0.0034,-0.6956,-0.0631,12,8.1861,59.78,7.643,4.0,3.0,19.5,2.5,"['semiconductor', 'battery', 'quantum', 'superalloy', 'optical', 'defense']",5
7eca318266,NaFe(Sb4Ir)3,"['Na', 'Fe', 'Sb', 'Ir']",trigonal,R-3,0.1426,-0.4399,-0.1162,17,8.5989,59.78,17.142,6.0,3.0,3.0,2.0,['battery'],4
4eed1d7f98,TaNb3V4Si3P,"['Si', 'P', 'V', 'Nb', 'Ta']",monoclinic,Pm,0.0031,-0.7031,-0.0623,12,7.3607,59.78,7.643,4.0,3.0,19.5,2.5,"['semiconductor', 'battery', 'quantum', 'superalloy', 'optical', 'defense']",5
57fe72e054,Li4GeSb3Rh8,"['Li', 'Ge', 'Rh', 'Sb']",cubic,Pm-3m,0.0049,-0.6153,-0.0119,16,9.3112,59.77,15.637,6.0,2.0,6.0,2.0,"['semiconductor', 'quantum']",4
fcd4d61635,KCoPtSe4,"['K', 'Co', 'Se', 'Pt']",orthorhombic,Pmmn,0.6318,-0.8271,-0.0193,28,5.4349,59.77,18.056,5.5,2.0,3.0,2.0,['battery'],4
d29ca9bfc1,AlGa(ReSi)2,"['Al', 'Si', 'Ga', 'Re']",tetragonal,P4mm,0.3011,-0.3821,-0.0332,6,10.5029,59.77,8.473,8.0,3.0,13.5,2.0,"['semiconductor', 'quantum', 'superalloy', 'optical']",4
eddf00957b,NaSrCd2(SiPt2)2,"['Na', 'Si', 'Sr', 'Cd', 'Pt']",tetragonal,P4mm,,-0.6606,-0.0497,10,9.6909,59.77,16.306,5.0,2.0,6.0,2.5,"['semiconductor', 'optical']",5
8d1b8025e3,Ta2Mn4Nb2Si3P,"['Si', 'P', 'Mn', 'Nb', 'Ta']",monoclinic,Pm,0.006,-0.6513,-0.0414,12,8.7876,59.76,7.634,4.0,3.0,19.5,2.5,"['semiconductor', 'battery', 'quantum', 'superalloy', 'optical', 'defense']",5
42b4c6221a,LiErHf(Co3P2)3,"['Li', 'P', 'Co', 'Er', 'Hf']",orthorhombic,Pmc2_1,inf,-0.8581,-0.0191,36,8.1803,59.76,16.882,2.5,3.0,7.5,2.5,"['battery', 'superalloy']",5
715f12e956,Zr3BeSiGeOs3,"['Be', 'Si', 'Ge', 'Zr', 'Os']",hexagonal,P-6,,-0.7235,-0.0908,9,11.227,59.76,10.382,5.5,3.0,13.5,2.5,"['semiconductor', 'quantum', 'optical', 'energy']",5
260fdccd52,Cs4Sb2AsPPt2,"['P', 'As', 'Sb', 'Cs', 'Pt']",monoclinic,Pm,0.9344,-0.5395,-0.0523,10,5.4638,59.76,9.969,9.0,2.0,10.5,2.5,"['semiconductor', 'quantum', 'optical']",5
1692656c0f,Li3Nd3Bi2Au,"['Li', 'Nd', 'Au', 'Bi']",hexagonal,P-62m,,-0.6794,-0.0355,9,8.1099,59.76,24.385,1.5,0.0,0.0,2.0,[],4
5c38706e5e,Li3Hf(Ni4P3)2,"['Li', 'P', 'Ni', 'Hf']",orthorhombic,Amm2,0.0008,-0.7291,-0.0231,36,6.3449,59.75,17.045,2.5,3.0,7.5,2.0,"['battery', 'superalloy']",4
